source,target,type,weight
"Blake, Simpson and Armstrong",Justin Diaz,Beneficial Owner,1
Townsend-Thompson,Cassandra Curtis,Beneficial Owner,1
King LLC,Michael Jordan,Beneficial Owner,1
Miller PLC,Patricia Griffith,Beneficial Owner,1
"King, Bailey and Bradley",David Bailey,Beneficial Owner,1
Walker-Martinez,Antonio Taylor,Beneficial Owner,1
"Jackson, Atkinson and Thompson",Vincent Vasquez,Beneficial Owner,1
"Henderson, Nguyen and Madden",Ann Liu,Beneficial Owner,1
Ward-Doyle,Carrie Cobb,Beneficial Owner,1
Bennett-Rodriguez,John Walker,Beneficial Owner,1
Howard LLC,Barry Johnson,Beneficial Owner,1
Moore PLC,Neil Rogers,Beneficial Owner,1
Keller-Howe,Ashley Small,Beneficial Owner,1
Ingram Ltd,Jessica Mercer,Beneficial Owner,1
"Smith, Stewart and Jones",Laura Maddox,Beneficial Owner,1
"Cummings, Hernandez and Rose",Cody Ali,Beneficial Owner,1
"Kelly, Elliott and Walker",Jeremy Nelson,Beneficial Owner,1
Myers-Wood,Mercedes Buchanan,Beneficial Owner,1
Valencia-Haley,Matthew Martin,Beneficial Owner,1
"Werner, Horton and Mckinney",Benjamin Martin,Beneficial Owner,1
"Harris, Kelley and Roman",Cody Henderson,Beneficial Owner,1
"Norman, Lloyd and Moreno",Michael Brown,Company Contacts,1
Hernandez-Young,Alexandra Molina,Beneficial Owner,1
Edwards Inc,Aaron Jones,Company Contacts,1
West Bengal  Ltd. Corporation,Laura Lowery,Beneficial Owner,1
West Bengal  Ltd. Corporation,Michelle Garcia,Company Contacts,1
"Bray, Harris and Watson",David Walls,Company Contacts,1
Bahía de Plata Plc,Joseph Hodges,Beneficial Owner,2
Playa del Sol Sandbar LLC Enterprises,Joseph Hodges,Beneficial Owner,1
Bahía de Plata Plc,Kyle Kelley,Beneficial Owner,2
Playa del Sol Sandbar LLC Enterprises,Kyle Kelley,Beneficial Owner,1
Bahía de Plata Plc,David Kirby,Beneficial Owner,2
Playa del Sol Sandbar LLC Enterprises,David Kirby,Beneficial Owner,1
Bahía de Plata Plc,Ronnie Greer,Beneficial Owner,2
Playa del Sol Sandbar LLC Enterprises,Ronnie Greer,Beneficial Owner,1
Bahía de Plata Plc,Eduardo Graham,Company Contacts,2
Playa del Sol Sandbar LLC Enterprises,Eduardo Graham,Company Contacts,1
Oceanic Oceans LLC Marine sanctuary,Matthew Robertson PhD,Beneficial Owner,1
Oceanic Oceans LLC Marine sanctuary,Courtney Lloyd,Beneficial Owner,1
Oceanic Oceans LLC Marine sanctuary,Patricia Andersen,Company Contacts,1
Arena Azul LC Cargo,Misty Morton,Beneficial Owner,1
Arena Azul LC Cargo,Shirley Murphy,Beneficial Owner,1
Arena Azul LC Cargo,William Craig,Beneficial Owner,1
Arena Azul LC Cargo,Shelley Martin,Company Contacts,1
"Owen, Anderson and Clark",Nichole Grimes,Beneficial Owner,1
Holloway-Miller,Jeffery Wolfe,Beneficial Owner,1
Baker-Garza,Guy Mann,Beneficial Owner,1
"Doyle, Garcia and King",Stephanie Stewart,Beneficial Owner,1
Adams-Reyes,Jessica Peters,Company Contacts,1
Neptune's Bounty LLC International,Nicholas Russell,Company Contacts,2
Irish Trout SE Seafoam,Linda Johnson,Beneficial Owner,1
Irish Trout SE Seafoam,Henry Wang,Beneficial Owner,1
Irish Trout SE Seafoam,Michael Fields,Company Contacts,1
Scottish Trout Pic Solutions,Sue Romero,Beneficial Owner,1
Costa de la Felicidad and Sagl Marine,Sue Romero,Beneficial Owner,3
Scottish Trout Pic Solutions,Alexander Morris,Company Contacts,1
Costa de la Felicidad and Sagl Marine,Alexander Morris,Company Contacts,3
Delhi ers AS Holdings,John Gutierrez,Company Contacts,1
Hobbs-Perez,Carlos Torres,Beneficial Owner,1
Perry-Jackson,Monica Hurley,Beneficial Owner,1
Cole-Mack,Stephanie Decker,Company Contacts,1
Greer LLC,Mackenzie Rosales,Company Contacts,1
Thompson Inc,Ana Wilson,Beneficial Owner,1
Perez Group,Bryan Rogers,Beneficial Owner,1
Mcguire-Trujillo,Nathaniel Cruz,Company Contacts,1
Delhi   Limited Liability Company,Christopher Stout,Beneficial Owner,1
Aqua  Marine biology AB Marine biology,Tina Haynes,Company Contacts,1
Balkan Trout GmbH & Co. KG Holdings,Amy Huff,Beneficial Owner,1
Balkan Trout GmbH & Co. KG Holdings,Shawn Stephenson,Company Contacts,1
Scott-Flores,Holly Hernandez,Company Contacts,1
Mosley-Becker,Xavier Adams,Beneficial Owner,1
Scott LLC,Jennifer Harrison,Company Contacts,1
Chhattisgarh   GmbH & Co. KG Sea spray,Rebecca Kaiser,Beneficial Owner,1
Chhattisgarh   GmbH & Co. KG Sea spray,Charles Brown,Beneficial Owner,1
Chhattisgarh   GmbH & Co. KG Sea spray,Jessica Morton,Beneficial Owner,1
Chhattisgarh   GmbH & Co. KG Sea spray,Thomas Mcconnell,Beneficial Owner,1
Chhattisgarh   GmbH & Co. KG Sea spray,Ashley Myers,Beneficial Owner,1
Chhattisgarh   GmbH & Co. KG Sea spray,Alexis Reyes,Beneficial Owner,1
Chhattisgarh   GmbH & Co. KG Sea spray,Tamara Lopez,Company Contacts,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Debra Mckinney,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,John Barker,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Raymond Jones,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,David Hughes,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Terry Ayers,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Susan Morgan,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Sarah Jones,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Tammy Martinez,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Nicole Stevenson,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Stephen Carr,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Amy Fox,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Philip Adams,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Jimmy Odonnell,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Cynthia Anderson,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Katherine Thompson,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Kimberly Castillo,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Heather Brown,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Anna Scott,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Jeremy Ponce,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Jennifer King,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Denise Taylor,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Amy Montgomery,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Seth Taylor,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Brett Adams,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Kristin Long,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Ashley Walker,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Angela Forbes,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Lori Miller,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,David Harris,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Roger Williams,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,John Walker,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Alexander Snyder,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Dominique Pierce,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Nicole Kirby,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Stephanie Whitehead,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Michelle Henry,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Monique Weaver,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Suzanne Nguyen,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Christopher Bell,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Blake Davenport,Beneficial Owner,1
Indian Ocean Harvesters S.A. de C.V. Consultants,Amanda Lewis,Company Contacts,1
Arena Azul Ltd. Corporation,Johnny Porter,Company Contacts,3
Estrella del Sol AB,Johnny Porter,Company Contacts,1
Mcclain-Butler,Charles Jackson,Company Contacts,1
Eukrante Marine biology A/S Express,Ricky Clark,Company Contacts,2
Bu yu wang NV,Robert Becker,Beneficial Owner,1
Bu yu wang NV,Mrs. Chelsea Walker,Company Contacts,1
Group Tugboat Pic Logistics,Sarah Anderson,Beneficial Owner,1
Group Tugboat Pic Logistics,Linda Glover,Company Contacts,1
"Myers, Hutchinson and Foster",Alexandria Lyons,Company Contacts,1
Aqua Gourmet Corp Solutions,Jeffrey Richmond,Company Contacts,1
Vazquez Ltd,Melissa Peterson,Beneficial Owner,1
Smith Inc,Gerald Beard,Beneficial Owner,1
Wilson Group,Richard Mcdaniel,Company Contacts,1
Johnston Inc,Susan Beltran,Beneficial Owner,1
Williams-Russo,Lauren Payne,Company Contacts,1
Blue Water Ventures BV Shipping,Paul Cummings,Company Contacts,1
Mar de Sirenas Corporation Transport,Sean Flores,Beneficial Owner,1
Mar de Sirenas Corporation Transport,Richard Smith,Company Contacts,1
Adriatic Mackerel Ges.m.b.H. Worldwide,Brian Martinez,Beneficial Owner,1
Adriatic Mackerel Ges.m.b.H. Worldwide,Brian Arnold,Beneficial Owner,1
Adriatic Mackerel Ges.m.b.H. Worldwide,Bonnie Jimenez,Beneficial Owner,1
Adriatic Mackerel Ges.m.b.H. Worldwide,Jacob Parsons,Beneficial Owner,1
Adriatic Mackerel Ges.m.b.H. Worldwide,Daniel Nguyen,Company Contacts,1
Himachal Pradesh   Incorporated Herring,Jacob Tucker,Beneficial Owner,3
Himachal Pradesh   Incorporated Herring,Stephen Maldonado,Beneficial Owner,3
Himachal Pradesh   Incorporated Herring,Emily Reese,Company Contacts,3
Benguela Current   Marine ecology Ocean,Brandon George,Beneficial Owner,1
Benguela Current   Marine ecology Ocean,Tricia Mcgrath,Beneficial Owner,1
Benguela Current   Marine ecology Ocean,Richard King,Beneficial Owner,1
Benguela Current   Marine ecology Ocean,John Murray,Beneficial Owner,1
Benguela Current   Marine ecology Ocean,Kelly Smith,Beneficial Owner,1
Benguela Current   Marine ecology Ocean,Omar Cook,Company Contacts,1
Group Limited Liability Company,Michael Howard,Company Contacts,1
"Clark, Marquez and Mccoy",Ryan Andrews,Beneficial Owner,1
"Singh, Morales and Thomas",James Sutton,Company Contacts,1
"Morrison, Perry and Torres",Emma Sanders,Company Contacts,1
"Brennan, Shaffer and Greene",Matthew Graham,Beneficial Owner,1
Hall-Mason,Zachary Liu,Beneficial Owner,1
Baker-Shaffer,Matthew Dean,Beneficial Owner,1
Lee and Sons,Catherine Riley,Company Contacts,1
Hines-Edwards,Edwin Hobbs,Beneficial Owner,1
Johnson Inc,Richard Norton,Beneficial Owner,1
Hobbs LLC,Kyle Moreno,Beneficial Owner,1
Estrada-Thomas,Anthony Wade,Beneficial Owner,1
Jones-Jones,Christine Williams,Beneficial Owner,1
Quinn-Ford,Ashlee Scott,Company Contacts,1
Salas-Chen,Andrew Brock,Beneficial Owner,1
Mccoy-Pratt,Andrea Carey,Beneficial Owner,1
"Yates, Green and Hanson",Amanda Conway,Beneficial Owner,1
Miller Ltd,Marco Simmons,Beneficial Owner,1
Hancock LLC,Kim Ramirez,Beneficial Owner,1
Tran LLC,James Brown,Beneficial Owner,1
Smith and Sons,Andrea Taylor,Company Contacts,1
Coral del Sur Limited Liability Company Consultants,Jose Park,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Linda Miller,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Monica Frazier,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Dr. Cheryl Anderson,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Jeff Contreras,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Trevor Dean,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Nicholas Williams,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Randall Smith,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Teresa Reese,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Timothy Nunez,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Nicole Lewis,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Louis Thomas,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,Jack White,Beneficial Owner,2
Coral del Sur Limited Liability Company Consultants,John Wilson,Company Contacts,2
Estrella del Mar ОАО Transit,Adam Stevens,Company Contacts,2
Guinea Gulf  LC Forwading,Adam Stevens,Company Contacts,2
Gvardeysk Sextant ОАО Cargo,Teresa Lee,Beneficial Owner,1
Gvardeysk Sextant ОАО Cargo,Amanda Pace,Beneficial Owner,1
Gvardeysk Sextant ОАО Cargo,Tiffany Mccullough,Company Contacts,1
Mar de la Vida Company,David Morrison,Company Contacts,1
Enterprises Limited Liability Company,David Morrison,Company Contacts,1
Jharkhand Sea  Inc Shipping,Jordan Torres,Company Contacts,1
Arunachal Pradesh s Sagl Transport,David Golden,Beneficial Owner,2
Arunachal Pradesh s Sagl Transport,William Frederick,Company Contacts,2
Ingram-Stevens,Kimberly Smith,Beneficial Owner,1
Hayes-Perez,Chase Mercado,Beneficial Owner,1
"Hamilton, Nelson and Watson",Dana Watson,Company Contacts,1
Davis LLC,Jason Sullivan,Company Contacts,1
Dutch Bill  Ltd. Liability Co,Susan Ross,Beneficial Owner,1
Dutch Bill  Ltd. Liability Co,Scott Reese,Beneficial Owner,1
Dutch Bill  Ltd. Liability Co,Stacy Colon,Company Contacts,1
Neptune's Harvest Ltd. Corporation,Christopher Bray,Company Contacts,1
Sea Striders Ltd. Corporation Forwading,Christopher Bray,Company Contacts,1
Rift Valley fishery Kga,Megan Osborne,Company Contacts,2
Fisherman'sFriend Marine Corp Marine biology,Megan Osborne,Company Contacts,2
Indian Ocean Harvesters Marine mist,Brooke Wilson,Company Contacts,1
"Wilson, Foley and Conner",Jennifer Marshall,Beneficial Owner,1
Mahoney LLC,Dr. Daniel Holloway,Company Contacts,1
Bahía de Plata LC Marine ecology,Gabriel Watson,Beneficial Owner,1
Bahía de Plata LC Marine ecology,Connie White,Beneficial Owner,1
Bahía de Plata LC Marine ecology,Evelyn Crawford,Beneficial Owner,1
Bahía de Plata LC Marine ecology,Mathew Thomas,Beneficial Owner,1
Bahía de Plata LC Marine ecology,Ashley Green,Beneficial Owner,1
Bahía de Plata LC Marine ecology,James Hardy,Beneficial Owner,1
Bahía de Plata LC Marine ecology,Hailey Chavez,Company Contacts,1
Noord BV Marine life,Brandon Phelps,Company Contacts,1
Parker-Castro,Scott Harris,Company Contacts,1
Saltwater Symphony Family Cargo,Nichole Davis,Beneficial Owner,2
Saltwater Symphony Family Cargo,Sarah Brown,Beneficial Owner,2
Saltwater Symphony Family Cargo,Jesus Gibson,Beneficial Owner,2
Saltwater Symphony Family Cargo,Ruben Rasmussen,Beneficial Owner,2
Saltwater Symphony Family Cargo,Elizabeth Coleman,Beneficial Owner,2
Saltwater Symphony Family Cargo,Victoria West,Beneficial Owner,2
Saltwater Symphony Family Cargo,Frederick Peck,Beneficial Owner,2
Saltwater Symphony Family Cargo,Julie Cook,Beneficial Owner,2
Saltwater Symphony Family Cargo,Vickie Fisher,Beneficial Owner,2
Saltwater Symphony Family Cargo,Devon Smith,Beneficial Owner,2
Saltwater Symphony Family Cargo,Dylan Smith DDS,Company Contacts,2
BlueTide N.V. Marine conservation,Alexander Mccormick,Beneficial Owner,1
BlueTide N.V. Marine conservation,David Jackson,Company Contacts,1
Bahía de Coral S.p.A. Consultants,Savannah Day,Beneficial Owner,1
Turkish Sword Sagl Seafarer,Savannah Day,Beneficial Owner,1
Bahía de Coral S.p.A. Consultants,Catherine Davies,Beneficial Owner,1
Turkish Sword Sagl Seafarer,Catherine Davies,Beneficial Owner,1
Bahía de Coral S.p.A. Consultants,Jacob Smith,Beneficial Owner,1
Turkish Sword Sagl Seafarer,Jacob Smith,Beneficial Owner,1
Bahía de Coral S.p.A. Consultants,Jerry Johnson,Beneficial Owner,1
Turkish Sword Sagl Seafarer,Jerry Johnson,Beneficial Owner,1
Bahía de Coral S.p.A. Consultants,John Robinson,Beneficial Owner,1
Turkish Sword Sagl Seafarer,John Robinson,Beneficial Owner,1
Bahía de Coral S.p.A. Consultants,Christopher Stanton,Company Contacts,1
Turkish Sword Sagl Seafarer,Christopher Stanton,Company Contacts,1
"Fernandez, Johnson and Jones",Carrie Butler,Company Contacts,1
Mar de Sirenas Sagl,Mrs. Maureen Mccarthy,Beneficial Owner,1
Mar de Sirenas Sagl,Gerald Cole,Beneficial Owner,1
Mar de Sirenas Sagl,Curtis Carson,Beneficial Owner,1
Mar de Sirenas Sagl,Renee Mueller,Beneficial Owner,1
Mar de Sirenas Sagl,Donna Thomas,Beneficial Owner,1
Mar de Sirenas Sagl,Emma Kennedy,Company Contacts,1
Hart-Ruiz,Nathaniel Savage,Beneficial Owner,1
Navarro Group,Jared Perez,Beneficial Owner,1
Cervantes-Cook,Curtis Smith,Beneficial Owner,1
"Mosley, Rogers and Gutierrez",John Romero,Beneficial Owner,1
Cameron-Coleman,James Sanders,Beneficial Owner,1
Burns-Baker,Brett Mendoza,Company Contacts,1
Mar del Golfo OJSC,Selena Swanson,Company Contacts,3
"Henderson, Johnson and Hamilton",Heather Sherman,Company Contacts,1
PacificPlates Ltd. Liability Co,Erik House,Company Contacts,2
"Ray, Nolan and Pierce",Robert Mckinney,Company Contacts,1
Lake Malawi  Corp Marine ecology,Michael Watson,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Kelly Baldwin,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Sharon Brown,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Andrea Skinner,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Melissa Jordan,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Martha Tucker,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Christopher Smith,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Trevor Morgan,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Daniel Sanchez,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Andrew Meadows,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Jesse Harding,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Luis Powell,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Jennifer Cannon,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Robert Davis,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Sandra Shaw,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Steven Fitzgerald,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Christina Turner,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,James Hurst,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Barry Hahn,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Angela Pierce,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Alan Patterson,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Jessica Thomas,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Richard Rogers,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Brenda Jones,Beneficial Owner,1
Lake Malawi  Corp Marine ecology,Christine Rodriguez,Company Contacts,1
Estrella de Mar N.V.,Heather Chandler MD,Company Contacts,2
Lopez-Cooper,Joshua Wall,Beneficial Owner,1
"Charles, Collins and Mcbride",Jason Finley,Company Contacts,1
Balkan Trout S.A. de C.V.,Elizabeth Dillon,Beneficial Owner,2
Balkan Trout S.A. de C.V.,Sharon Wallace,Company Contacts,2
Lake Malawi  Breakwater Ltd Merchants,Jessica Thompson,Beneficial Owner,1
Lake Malawi  Breakwater Ltd Merchants,Katelyn Smith,Beneficial Owner,1
Lake Malawi  Breakwater Ltd Merchants,Kaitlyn Martin,Beneficial Owner,1
Lake Malawi  Breakwater Ltd Merchants,Kristen Jones,Beneficial Owner,1
Lake Malawi  Breakwater Ltd Merchants,Kevin Washington,Beneficial Owner,1
Lake Malawi  Breakwater Ltd Merchants,Pamela Schneider,Company Contacts,1
Green and Sons,Kristen Baldwin,Beneficial Owner,1
"Davis, Owens and Williams",Dustin Moore,Company Contacts,1
Myers Group,Chad Miller,Beneficial Owner,1
"Yang, Lopez and Copeland",Evelyn Hoffman,Beneficial Owner,1
"Stephens, Randall and Woods",Luis Simmons,Beneficial Owner,1
Adams-Pope,Michelle Rodriguez,Beneficial Owner,1
"Turner, Patterson and Sullivan",Angie Ryan,Beneficial Owner,1
George-Hamilton,Richard Bennett,Beneficial Owner,1
"Maynard, Warren and Acevedo",Linda Patterson,Company Contacts,1
Watts Inc,Thomas Booth,Beneficial Owner,1
Thompson Inc,Maurice Sparks,Beneficial Owner,1
"Stone, Cohen and Acosta",Denise Spencer,Beneficial Owner,1
"Dawson, Ramirez and Hill",Troy Stewart,Beneficial Owner,1
"Perry, Smith and Payne",Ashley Matthews,Beneficial Owner,1
Meza PLC,Megan Hernandez,Company Contacts,1
Thornton-Cardenas,Eric Jackson,Company Contacts,1
Marine Magic Herring Incorporated Transit,Matthew Werner,Beneficial Owner,1
Marine Magic Herring Incorporated Transit,Rachel Waters,Beneficial Owner,1
Marine Magic Herring Incorporated Transit,Loretta Jackson,Company Contacts,1
Selous Game Reserve  Marine,Craig Sullivan,Company Contacts,1
Mar de Coral Pic Shipping,James Terry,Company Contacts,1
